id_resultado,fitness,tiempoEjecucion,solucion,fk_id_experimento
142,-2937.34790804465,5.617,"[-500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, 499.1625739454845, 499.17329926893734, -500.0, -500.0, -500.0, 499.1170212338593, -500.0, -500.0, 499.63981040372, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, 499.4079879797395, -500.0, -500.0, -500.0, 499.63176500144885, 499.433237849412]",142
143,-2917.0037234007,5.727,"[-500.0, -500.0, 499.998840532832, -500.0, 499.638053959824, 499.40847896565083, -500.0, -500.0, -500.0, -500.0, -500.0, 499.7837859078301, -500.0, 499.34002566236586, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, 499.9999444490199, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, 499.2782855511093, -500.0, -500.0]",143
144,-2927.8908238512,6.187,"[499.7293451487091, 499.2783404819508, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, 499.06971893277466, -500.0, -500.0, -500.0, -500.0, 499.8209158245396, -500.0, -500.0, 499.15735394285355, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, 499.56235892677023, -500.0, -500.0, -500.0, 499.82257461268836]",144
145,-5832.55612676742,2.168,"[395.51017269301946, -10.972751957846071, -305.3710769787101, 349.4130621169909, -500.0, 359.66308619818176, 398.4088721322906, -500.0, 444.28902676898406, -300.26093993002974, 33.23259950532694, -275.243620195829, -322.6279440352015, 124.08711369992164, -74.61828534768755, 60.9960567720062, 422.59948080204776, 382.2553517795555, 370.6484727733635, 364.48350479447123, 214.7085566764002, 408.113769802404, 367.2292661302035, -34.49230326481337, 415.8675936283066, 407.18613376513565, 394.6143701141527, 431.5675392206956, -10.362091487675364, 395.44165367185076]",145
146,-6910.16857503456,2.206,"[-264.12602741530685, 190.42664232493445, 173.36609843364263, 72.67724523398368, -497.6776172095854, 212.81833690311294, 199.17928042353049, 431.1025232129476, 175.3771729537106, -292.66924993314535, 414.480422831121, 398.8138602318875, 3.596149542812419, 409.90031254881853, 374.3710374298933, 407.1970987332618, 402.60263724229395, -71.79997602121652, 408.22623995138787, 404.99552949734164, 367.34608521481084, 217.3993187871037, 374.9697408287194, 434.2798481113591, 385.74332192176814, 186.240599205777, -150.9967832383436, 427.02690518053555, 60.805747371000564, 433.3436996546766]",146
147,-3599.38687354497,2.218,"[175.78437755136733, 400.73352822249984, -137.91274871331507, 394.813929622798, -169.51968698306385, -39.304721568311415, 184.02755170806762, -500.0, 92.28724269452817, -313.98770961906496, 7.57764129640449, -311.65902308050454, -298.56415671300294, -326.46441902637235, -104.54627987840622, 199.14985708508578, 426.4264682175091, -12.836619629625384, -172.1944575867938, 95.49273178024862, -340.4150130139377, -153.0892650970018, -63.552580238319244, -184.17537146395347, -179.30836694678706, 402.83101673155835, 48.72962918185411, -309.3585760608914, -315.22135865479294, -163.68752908439524]",147
148,-2300.53192840884,2.246,"[-191.4762601777194, -441.67269950893416, -307.52209938317066, 59.85854241543084, -41.871883687084754, -30.6573108614441, -500.0, -6.894392525331539, -294.31960303741647, 426.7403046108623, 474.9027287720719, -118.43225140273539, -500.0, -10.60666007568731, -235.41603110131393, -112.85094662163893, -489.5057231533436, 192.8692338939285, -103.14092794525753, -168.3279146333109, -77.43002245324169, 20.35337132220373, -116.77780905048284, -105.28263620941107, -500.0, 21.97918092856698, 11.78253643155513, -98.70268897049588, -500.0, 426.63049131054794]",148
149,-2045.1370397484,1.897,"[-176.96289629104245, -129.91175153566314, 367.19471864100126, 142.46808643907013, -393.64517510888396, -163.92793068396094, -101.23203454633631, -222.80418510334567, -118.59351248661267, 400.7768095289397, 414.96028453123347, -3.9927073302719123, 218.45676530896253, 414.6120025308687, 120.47923402974334, 165.46464491760764, 72.28690297330422, 246.18984152473934, 423.7768848201889, 398.8324510862242, -180.40108741504878, -48.023333660133346, 202.35090242299145, 366.3910712874738, 471.1037817074439, 110.69874727434387, 294.48228266918807, -316.07257700526907, 376.09796492304974, -228.3343158927372]",149
150,-2099.60839149605,2.052,"[-63.84680396429528, 56.95768592789977, 31.79310692291415, -500.0, -49.668432126240475, 498.87957490714206, -104.25036442193579, 351.7597972846391, 27.365526619388863, -500.0, 300.5540078382931, -119.33775034530373, 29.827070074728066, -258.15058919301106, -111.4734576767237, -76.24327261253991, -332.4971664590341, -306.1404945668697, 388.02968268463377, -26.576971697130784, 59.85018492623789, -32.59957865010295, -500.0, -500.0, -127.17059936366208, 80.27469955188506, -21.412289814375224, -128.1354536213403, -306.63268340331564, 220.0615692356398]",150
151,369.377922574338,2.092,"[-5.12, -5.12, 3.955324240228594, 2.927572674211845, 5.12, 0.15813867070545412, -5.12, 2.0683308063411068, 0.9825647384119878, 2.9075077234239988, 2.1079927372195493, 0.9499025105411034, 0.947355531910371, -0.02534383919959074, -2.880372205534043, 2.9283098564098733, 5.093813390203968, -1.0627375724552222, -3.097676516945014, -5.12, 0.12513806985588502, 1.9877399300952159, -3.9779178187319006, 0.17145304727640912, -5.12, -3.953209742626652, -1.9418776812164182, 0.05456787316481727, 0.01688593385506605, -5.12]",151
152,352.817750536788,1.953,"[-1.0146596801731527, -2.0251569204215047, 1.0342969214286182, 0.015505953290458662, 5.12, 1.8579142666213382, 5.12, -0.9775220355083305, 2.075933392668692, -5.12, -0.036082130493097164, -1.937440058128339, -5.12, -2.9034651731236205, -0.1840685093305794, -3.1383338082003336, 0.8647607919427559, -3.078868695173739, -3.105670904280301, -0.7148408615084041, -1.972299617288228, -1.095041476842471, -1.9582521275262395, 5.12, -5.12, -5.12, 2.935850890034567, 1.0561678597832975, -5.12, -1.9128123706515503]",152
153,345.286907685251,1.861,"[-0.11080136183080862, -0.027226612757835302, 0.2095071470670752, -5.12, -3.4614359790786584, 0.8079259076334532, -1.9903391414365856, -1.9302209735251348, 5.12, 1.4283875459362945, -2.9032887135405008, 0.054232681818932094, 1.060060254366683, -5.12, -1.052502085127629, -2.9109035426306167, -0.9361910548104266, -1.015496985606932, -5.12, -0.011425845554136903, -5.12, -0.9734639501447162, -5.12, 3.1214398305028777, 1.9896085909750296, 2.0816025801552653, -0.9849302010056944, 1.754810072225407, -0.03791203982657069, -5.12]",153
154,282.241348291401,1.901,"[1.3920517145438693, 2.172832524535431, -2.045024013344461, -1.0489930670442682, 0.07699936219682425, -1.9312183261191325, 3.546834831912755, -0.1291127204203574, 2.0011387298438508, -3.9602512454984833, -1.8251537439662986, 4.332396726265921, -0.21121744477977084, 0.019626119115472903, 0.02813997137309095, -1.1679877491792254, -0.08063746487537651, -2.7543893578008953, 0.21390912141758756, -1.9738444574195873, 0.8838062424496501, -0.0984113080921515, 2.900919481950419, -0.3926323615753352, -0.11801732653309921, 1.8911207676662987, -2.9689740385621084, -0.30517010209912643, 0.09170006164883196, 3.558808255603359]",154
155,116.434389783762,2.14,"[0.08047394204094602, -1.804094160815854, -0.031170162807524365, -0.9900617321531313, -0.01105919170376393, 0.0004580389848729118, -4.104145144901956, -0.0007238601367667301, 0.05882013217062128, 4.1110465201377195, -0.1254685115627267, -0.007569738308521536, -0.14215590869668518, 0.13128054735548855, -0.018534286248454674, -0.0030021663150688604, 0.041708438772759884, 0.24181834722280585, -0.004321449716388609, 0.689048441279797, 1.0927222046402802, 1.9984653980856872, 0.23852490619304934, 0.026480188804573094, -0.1088110867351677, -3.093884014198533, -1.00874146156759, 0.03142092798223036, 0.008743714708911386, 0.004657165163734654]",155
156,180.051612038242,2.167,"[-0.3037762291750252, -3.1346360272764464, -1.0800918726182092, -0.06474906164101289, -0.020322039519982796, 0.0007175080643433483, 0.036010093249537044, -0.0004073807589275217, 0.06786787016894902, -0.0008573108696098925, -0.8463310175572852, 0.11264460546188837, 3.8042669993298723, 2.8145542931351177, 1.3334052226182924, -1.0936035691729802, 0.11599140067211189, 2.2953422944819004, -0.019222829355268894, -0.008114489827558656, -0.5384140730450515, -0.039105870131125854, -0.9179401479893585, -0.03151431192927242, 0.07161011166669444, 0.554732121999475, -0.05289220432805002, -0.8528594895324697, 3.1998016729327587, 0.0393559041037801]",156
157,0.0,6.285,"[0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 1.4860692887760746e-75, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -3.455518479156489e-116, 0.0, 1.3019456345393322e-11, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0, -1.8488344113708584e-49, 0.0]",157
158,0.0,6.26,"[0.0, -7.715261312695522e-10, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0]",158
159,0.0,5.671,"[-5.050992093318062e-134, 1.1907611933519303e-14, -0.0, 1.4682933871376627e-94, -1.763946223483634e-175, 0.0, -0.0, -0.0, -2.5657044620627946e-113, 0.0, 0.0, 0.0, 2.3474461798268e-178, -0.0, 5.3311929215190474e-79, -4.387560663362963e-77, -7.806238941675214e-26, -1.8824959616231828e-29, -0.0, 3.4080786789425e-64, 0.0, 5.5854990273882825e-264, -1.7442626905382054e-118, 0.0, -2.927777580455161e-199, 0.0, -0.0, -0.0, -8.639296586682939e-179, -0.0]",159
160,283.609552054496,2.134,"[4.939711965202207, 0.013163317126897752, -0.044635645681445554, 0.191724752995819, -1.0242259985180857, -3.067424602173833, 2.2148235834091734, 3.815998528703143, -3.9859329445870273, -0.1707338207143647, 1.0268473238520146, 2.891881712041122, 2.0721517688703615, -0.17710358631026743, 2.671127394383963, -1.284161750198659, 1.8812113820114478, 0.1265014071735665, 1.722209890860989, 0.3188426501250331, 1.9863944731154353, -0.37743477159063865, -3.9235646412606338, -0.09016698600548949, -1.8732526675948773, 2.739792219546312, 0.1526291930105253, 0.7535773476565699, -1.812104943254986, -0.9900071970068632]",160
161,264.194397910929,2.049,"[2.9554912555395596, 2.9383924046847216, 1.026594748379424, 2.9390704209317953, 2.919149558580875, -0.9585576411209124, 1.9523413522374706, 0.1791098802133681, 1.1355934410311137, 1.706970482704835, -1.1842808105307667, -1.009549227641479, -0.30828698910485025, -1.1317658142704337, 3.902109713327015, -5.029511110755505, -0.211125149916691, -0.27791065679362104, 0.8108125244227151, 4.9655118568417755, 0.8433402624758414, 2.8625903696417097, 1.8185407797696556, 0.07749249624295722, 3.8598144970009303, 0.050232978757763766, 0.678976221730159, 0.09792527990367574, 0.2387186743349491, -0.959164694250089]",161
162,279.778885612035,1.802,"[2.195675577986023, -2.057276556469004, 0.06597271611767942, -0.08176094357316871, -2.2204417825934546, -2.2141219046025484, -5.12, 1.1685035317719121, 0.05668020511815734, 2.8630457375921896, 3.088158880324171, 0.7714530771761069, 2.813497609925913, 2.000926882487595, 2.0738337726257976, 0.9474099012973043, 0.15020746015171527, 3.32704712769163, 1.0495797376058111, -1.1959778374311938, 1.2681796957119567, 3.7916764112782237, -0.13460201077839215, 1.9890645729922491, 0.7176160288790154, 2.899620731888258, -0.8835789340541492, -0.9430030643461302, 0.1618356199032094, 5.116882942887971]",162
163,12.7882012939276,1.982,"[-1.0049251072568242, 0.0008487053683927619, 0.08869367175135458, -0.013927903373273327, -0.9836114597965073, 0.01022067508588852, -0.09659142698253664, -0.04573510759960737, -0.017870290097571316, -0.9945482950434646, -1.0112791080660932, -0.028385124823523383, 8.863997318521175e-06, -0.009212466677368475, 0.09929508794447545, 0.016272458029275527, 0.0023842607319988114, 0.004197854952764111, -0.028089198696542406, -0.003813129999220847, -0.046224436142137004, -0.001104293598960641, 0.9776378157356632, 0.04572405513949703, -4.0561091773062064e-05, 0.04538821208996501, 0.009049545479516382, 0.028305902816052247, -0.0016712022789943132, -0.022986097112824438]",163
164,11.9853216134776,2.052,"[0.04805034102771243, 0.012674465727443926, -0.035802994021791545, -0.0004478501931251626, -0.059384313624895456, -0.001068871485702925, -0.013814272721061846, -0.02342129899092596, -0.022420020993650227, -0.0029892359540901873, 0.050577167372504776, 0.0018140351835572745, -0.08466537187768435, 0.019209588496255044, 1.0037402171496432, -0.007683710943496058, -0.009921854214803127, 0.001697848192788093, -0.056285940831272335, -0.014579317620560911, 0.0037736786247888703, -1.0067838167771872, -0.009357649343238357, 0.9946378823286502, -0.014701962974314054, 0.1076784452225537, -0.10923474283582674, 0.0009564837226625535, 0.005998730403341417, 0.016663471848687942]",164
165,18.2376482124458,2.039,"[-1.0048613023565238, -0.987764933407818, -0.1145496864078051, -0.0027397781280522563, -0.001687516694990024, -0.013145890863017628, 0.09156081565359724, 0.032033896948781566, -1.985221106205998e-06, -0.04986023841395056, 0.09009091375105244, -0.9913714717510173, -0.0016487001384719567, -0.046863037713841954, 0.9894577670157071, -0.004556183520547835, 0.1271338537296304, -0.9865652682038185, 1.0087610252389296, -0.9995967745273863, 0.00394273649752568, -0.002373290069539284, -0.002651345268534677, 0.0023274613485584888, -0.012794749155647768, 0.07845877970227629, 0.013936485351623751, 0.0038939807819343745, -0.004505102115678121, 0.007667892097943764]",165
166,19.9630300734405,2.315,"[32.0, 32.0, -32.0, 32.0, 32.0, -32.0, 32.0, -32.0, -32.0, -32.0, -32.0, 32.0, -32.0, -32.0, 32.0, 32.0, 32.0, 32.0, -32.0, 32.0, 32.0, -32.0, 32.0, -32.0, -2.9999934374622956, -32.0, -32.0, -32.0, -32.0, -32.0]",166
167,19.960144715159,2.128,"[-32.0, 32.0, 32.0, -32.0, -32.0, -32.0, -32.0, -32.0, 18.001968008553774, -32.0, -32.0, -32.0, 32.0, 32.0, 32.0, -32.0, 32.0, 32.0, 32.0, 32.0, 32.0, -1.0016336683266482, -32.0, -32.0, 32.0, 32.0, -32.0, 32.0, 32.0, 32.0]",167
168,20.1916822659207,1.762,"[11.034227926474195, 23.885731993412136, -15.970948427426935, -5.197392969874163, -31.960025134370674, -15.967998023708436, 11.002849403602307, 15.036556895679622, -15.178961313238693, -1.9299191903031603, -32.0, 8.177298597727285, -26.909113827861187, 32.0, -26.873800861271327, 8.983134406206592, -32.0, 9.940475120205393, -3.949122600847724, 18.248986184850867, -29.78523147557059, -32.0, 10.829019599947072, 7.162700658352547, -32.0, -17.02296979113143, 6.922499318193264, 31.936044939585656, 3.0360018683721166, -32.0]",168
169,20.3681561575832,1.779,"[-32.0, 32.0, -32.0, -32.0, -32.0, -26.961243490736283, 32.0, 32.0, -2.7128897647997086, 32.0, -32.0, -32.0, 3.2888168275378185, 32.0, -20.0815041323258, 32.0, -32.0, -1.8420996849590594, -14.550831534853273, 32.0, 24.02493890783554, 32.0, -32.0, -32.0, -32.0, -0.09619118845821895, -32.0, 32.0, 32.0, -32.0]",169
170,20.4951112718948,1.906,"[-32.0, -32.0, 0.07871619215985057, 1.8331949114825656, -32.0, -28.259080521966794, 23.14030279036318, 28.1512148367315, 32.0, 32.0, 21.01501287759658, 10.0831628666471, 32.0, -19.111637795027214, 19.743050575997138, 32.0, 32.0, -32.0, -3.9647103042269336, -32.0, 5.239836485171615, -32.0, -2.2078814410089804, -4.044286383619305, 32.0, -4.483108196661799, -32.0, 32.0, -7.10105026335507, -28.925692071236448]",170
171,20.2977532364522,1.953,"[32.0, -32.0, -32.0, -19.29682579875348, 32.0, 28.928946314156605, -32.0, -9.120566578010793, 32.0, -32.0, 32.0, -32.0, 5.873196582488729, 19.110083555297976, -32.0, -32.0, 1.9418951108744174, 32.0, 32.0, 27.306495672028195, 32.0, 25.960119881996903, 32.0, 32.0, -17.824979019356647, 32.0, 32.0, 32.0, -0.8925464799273661, -26.01358887589298]",171
172,4.44089209850063e-16,5.59,"[1.4195188051595666e-20, 3.028958144784839e-17, -1.0812455618282413e-16, 1.4878089290111534e-17, -7.597382342691682e-18, -5.464738333404705e-18, 2.9211971988813035e-18, -3.7172156918608794e-19, 2.1212445059440005e-19, 3.7572860733899813e-19, -6.360879665879612e-17, 1.332125542951139e-16, -1.2636181923127121e-17, 3.149065780286546e-18, 7.429182066824497e-18, -6.2974959013203396e-18, -1.097546997814757e-17, 5.691532110869046e-19, -4.561916986365079e-18, -3.2294093822339466e-38, -2.4373788862146885e-18, 1.9654869954991478e-18, 4.236112551005564e-20, 1.2743920330227385e-17, -1.5536547662003685e-16, 2.4466724309191495e-19, 2.4732862648142793e-18, 2.0758693050193612e-38, 2.7408600016134656e-17, 1.7280948453076425e-18]",172
173,4.44089209850063e-16,6.13,"[-1.9492273242817363e-17, 5.390702434632493e-25, -3.3785269705793794e-16, -2.676096927184988e-16, 1.7355707598455997e-17, -8.105813646447252e-17, 3.070303635242093e-16, -5.644162205438099e-16, -6.43985446217398e-17, -2.5437057975199308e-17, 1.0083207586824278e-16, -3.9349939973126314e-18, -7.884146913221427e-17, -2.880536155957208e-18, -1.0324481044687644e-16, -2.716042795075172e-17, -1.6761308298203926e-16, 8.875799170765419e-16, 4.69925470612136e-19, 1.8305342742268173e-16, 7.759231565579651e-17, 6.402630423521553e-17, 1.7959670081711485e-19, 1.775700436214767e-16, -2.343182594616439e-18, -1.1391558825800525e-20, 4.3153501007457903e-16, 9.647881953244809e-17, 3.3324938782393093e-19, -2.7401255724325687e-17]",173
174,4.44089209850063e-16,6.642,"[-8.727641495819015e-17, 4.234748854227713e-18, 1.9876004399116674e-17, -1.7733053468080623e-19, 1.3174771846849108e-19, -9.202428291941076e-20, -2.99768063693718e-17, 9.807591458684947e-18, -1.3211992729422946e-16, 1.6216098779195343e-17, -2.7325727229311153e-18, -1.004479146222637e-19, -7.28779519711554e-18, -5.919388658785143e-18, -1.409151134449809e-17, -1.841436236813526e-17, 6.82458300298467e-17, 0.0, -2.0055777458450273e-18, -2.861564642926298e-21, -2.0680083884246762e-18, -8.513668719410093e-23, 3.2282566218035674e-18, 1.1014986961744616e-20, 1.0299871573912594e-18, 5.492947439405555e-17, 3.3229879701354656e-17, -4.6931768919640494e-18, -1.5593743215922707e-18, -9.116112628621666e-18]",174
175,19.9630117485689,2.14,"[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, -32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 2.000835773061435, 32.0, 32.0, 32.0]",175
176,19.9667688545365,2.031,"[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0]",176
177,8.1228597369445,2.101,"[0.9410535102511663, 0.6326077445454692, 3.5059361203263117, 0.7547348644403842, -1.1156867230369523, -2.1112313291754146, -0.02768795749412933, -1.8607341987787878, 3.271540064487991, -0.6530838177926801, 0.8495520715926914, 2.046410359555649, 0.9822632513529975, 0.0968598664057412, 1.6105447017695085, 3.645985651360633, 1.4121243466595963, 1.861239429639971, 1.4475586570034902, 0.9465711144819448, -1.122028269483151, 0.7870990831170646, -2.955492102494773, 2.7732595189378992, -2.944510821890622, -0.8203486866186698, -3.2610032384364014, -4.948901094094747, 0.0941340041434106, 0.17907259518857538]",177
178,0.377066731443464,2.101,"[0.04983654232649206, -0.04531962840368046, -0.0010401488689688514, -0.08633136874798626, 0.007799625475047326, -0.07377001164470752, 0.01483122185519606, 0.08711943030749895, 0.09680553554232396, 3.867471833385568e-05, 0.01215255400250854, 0.06552682657654083, -0.09933008082834205, -0.028964264272559687, -0.0637724734654284, 1.0125749885824642e-05, -0.01109818001581129, 0.052820486857985544, -0.08824223632249795, 0.013303614198455355, 0.051517369152157565, 0.0972059528961427, -0.02575565848447242, 0.04190385411754772, 0.06090365107707338, -0.0077460273622957975, -0.008587566555075095, 0.02501626202417943, 0.06798276798222608, 0.06120729474546991]",178
179,2.75338260182113,2.253,"[0.07972500082830607, -0.5609959259319176, -0.4334125662022756, 0.031087572701032306, -0.1543458614618317, -0.2553411769580549, -0.19475138384081828, 0.39057732735899103, 0.8970992504576597, 0.2205524377904137, 0.13130799059882736, -0.2249167954515449, -0.34168135136512895, 0.005752509162268177, 0.6556052166713667, -0.1720886669687728, -0.1495004610052502, -0.055874275263279975, 0.15120511019388247, 0.7762622594418723, 0.012539541542668514, -0.0912661776611318, -0.8023036984932933, 0.053923220705165475, -0.20461459263482826, 0.07402669509066732, 0.1509725932323379, -0.11240124606262421, -0.7340357328082846, 0.19623559266886834]",179
180,1.51220086636115,2.307,"[0.049585975474457894, -0.28805463900509537, 0.016965331246504813, -0.00583479301346888, 0.7783704717495984, -0.32472641852063505, 0.022756258023167154, 0.052020174038857565, -0.0032962225564731455, -0.0034692849319497136, 0.1135067345716136, 0.07005285664694656, 0.10185612097106496, -0.11740353621660195, -0.002548507505477041, 0.02818927019574372, -0.0131207942582756, -0.08411298963832854, -0.056770269070484713, -0.061614546502840074, 0.05780996517452578, -0.0015957592058693266, 0.044165090332386275, -0.7566543553939282, -0.05730780521534845, 0.11569729005872088, -0.19183240204258833, -0.07620205282346666, -0.1626375525959852, -0.1649259040054167]",180
181,52.301506521494,2.467,"[0.12825594420644879, 1.160706603834029, -0.604377878835586, 0.7023808618205575, -0.07048752933807098, -0.5069199834157577, 0.27707798187568317, 0.6286790835061011, -0.8300335578576957, -0.17719265829572, 0.2776860364612638, 0.017114236952326535, 0.4337391663090605, 0.8009764763241694, 0.038192270992621825, 0.8072479008673039, 0.7459629129801152, 0.3223930739232758, 0.38587812268702276, 0.1171888502328363, 0.5371273488826012, 0.3195109689158925, 0.0066064945283121285, 0.7459171042418119, 0.7644635606331026, -0.6335002154103873, -0.06898301782366238, -0.2824601628836302, 0.1887120082184502, 0.11837005002116482]",181
182,45.4181800690023,2.395,"[-1.1469443455254458, -0.4234343645036662, -0.3209526390021288, 0.35555915137491395, -0.5512085161978564, -0.3490635431359431, 0.40120422031034625, 0.5332902602666606, -0.8273988563860406, -0.17761998919202338, 0.22962419918546365, -0.4643164381259615, -0.5511462932817857, 0.161437055901559, -0.3353348378122558, 0.13802498838342878, 0.7699028751228396, -0.2974366121581534, -0.10952544507206367, 0.7672690713991341, 0.621333245501713, 0.3809192598912478, 0.298709786613107, -0.22745688361630303, -0.35413861171672867, 0.7360237620811085, 0.5435736667905183, 0.7448798714143592, -0.03539345855767819, -0.0009541269776101018]",182
183,80.8152758205951,2.409,"[1.28, 0.54907407858878, -0.8911873714167519, 0.15554260116101554, 0.1393654005258838, 0.10001147030876578, -0.5235676781209169, -0.42537368865454345, -1.28, -0.4786654852256932, -0.9451928159546974, 0.35728058155153075, 0.3649074630003476, -0.6719498911200507, 0.1200936600644981, 0.02494902587707665, -0.7898416457144799, -0.38965420421171354, -0.6548631852043492, -0.47796732340986464, -0.46309029824932363, 0.15336744812835912, -0.7180631645987896, -0.7048085762533033, -0.2630644024834504, -0.43351310437076584, 0.14192935624759728, -0.756145893192807, 0.44761470172110285, -0.5386193699899573]",183
184,25.1021850334799,2.262,"[0.4817535302356197, 0.03751489679628114, -0.460199345083284, -0.6944746397449031, -0.6479839677830247, 0.013075474147013927, 0.25088993746313315, 0.2555396383641032, 0.35047097176479514, -0.021698434263932476, -0.41511496152678334, -0.1847657884660008, 0.00023209963517914446, 0.06992782437780475, -0.02662059496826944, -0.36587838936604383, 0.005775328978691883, -0.8262157750388466, 0.008054285733436644, 0.013848225670722858, 0.5109192199227982, -0.12651840340162324, -0.11022701455633466, 0.7959164134180828, -0.5087107848990827, -0.31874140175248566, -0.011924345073033032, -0.19900280228095635, 0.004236015238309087, 0.013114335301682739]",184
185,8.6883984216872,2.354,"[-0.03715104936207511, 0.08998185610730018, 0.34834228545988666, 0.03787150150535567, -0.023412587524761597, 0.5634995833877949, -0.4266863120317238, 0.009755316793005155, -0.012991470967835103, -0.07248542619017397, -0.5522915970431532, 0.006210320299367011, 0.1566683838501382, -0.24134492922790846, 0.5032256685783061, -0.38623529344680346, 0.08835168879723353, 0.1164667513029656, -0.5073912334476375, 0.3264240305103603, -0.10711621673311196, 0.016679066134171822, -0.0761235195431825, -0.14549283039225153, -0.5821565799656742, -0.2941921483975572, 0.20561154377021973, 0.1481370685006024, 0.00945102821520558, -0.014598672460311189]",185
186,10.3375285839549,2.279,"[0.0029332903749790347, -0.012989026920050205, -0.023086202032730367, 0.8395002760947545, 0.06069236582450585, 0.06072614836710329, -0.0025780488315909587, -0.17340564891747487, 0.068159823548415, 0.6050992539992837, -0.03247656104250129, 0.0035864795962655205, -0.41323843250918013, -0.29955353177939775, -0.07650332986022987, -0.5842829724411626, -0.2322713205935092, -0.43031990714005536, -0.3578899862954841, -0.5825781461380513, -0.06428760227082865, 0.2771782770682136, -0.012756594186630554, 0.36819802243226574, -0.3937924878339583, -0.015430396180054744, -0.008820944274146487, -0.0706519418653166, 0.010798470695306695, 0.1793650491276136]",186
187,0.0003473554074227,6.257,"[0.0, -0.0, -0.0, -0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0]",187
188,0.00121880941213182,5.808,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",188
189,0.000251141269028476,5.388,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",189
190,0.939266351737069,2.315,"[0.4637330936304692, 0.32258312415355217, 0.36029323474435593, 0.0004895616707842781, 0.1126869233035907, -0.011346368699831057, 0.04911949790219579, 0.2185686102915552, -0.2522741619169633, 0.15980281195059673, 0.24455976139845512, 0.18998175858437139, -0.2425642487283061, -0.032272827250062655, 0.09181466276893882, -0.009953876144573848, 0.12725152877129473, -0.08560127792613628, 0.02836062448092922, 0.12131769103432075, -0.2217013647600663, 0.222903801939872, 0.200667075052475, -0.2829884016795272, 0.03422262175393261, -0.31787730113978385, 0.023147811590871887, 0.2184861498501196, -0.05326653211974446, -0.05023424343569819]",190
191,1.16766538905675,2.294,"[-0.2894511048419397, 0.10436216829577168, 0.46321842568112626, 0.14963127678270546, 0.01464030513466763, 0.2799596960090465, 0.23280297782737225, -0.45386166380245396, -0.25457387583090074, 0.3450150205876219, -0.06954906237065388, -0.05248211739379387, -0.18761301223571425, 0.24699837296040036, 0.025447418520117306, 0.025038168351521332, 0.09459307480377985, 0.1715332867922643, 0.13238325896624553, -0.2373298088697548, 0.139183531451776, 0.022885419042684284, -0.1306020908516878, 0.2373973715480098, 0.027718387737615525, -0.05302693727071015, 0.2555008611382567, 0.0996371853291424, 0.20675210830433804, 0.15396331167020677]",191
